0.0169309, 0.895254
0.895254, 0.111491
0.111491, 0.939527
0.939527, 0.12823
0.12823, 0.178004
0.178004, 0.299827
0.299827, 0.349718
0.349718, 0.0592875
0.0592875, 0.821979
0.821979, 0.881397
0.881397, 0.160073
0.160073, 0.647805
0.647805, 0.487916
0.487916, 0.314103
0.314103, 0.191399
0.191399, 0.944657
0.944657, 0.518844
0.518844, 0.26762
0.26762, 0.0326072
0.0326072, 0.668071
0.668071, 0.682149
0.682149, 0.647559
0.647559, 0.721873
0.721873, 0.986361
0.986361, 0.726913
0.726913, 0.201254
0.201254, 0.182532
0.182532, 0.47041
0.47041, 0.767485
0.767485, 0.520651
0.520651, 0.596799
0.596799, 0.932966
0.932966, 0.204126
0.204126, 0.425133
0.425133, 0.385657
0.385657, 0.117685
0.117685, 0.785382
0.785382, 0.48518
0.48518, 0.121943
0.121943, 0.404028
0.404028, 0.807406
0.807406, 0.21709
0.21709, 0.067624
0.067624, 0.52326
0.52326, 0.317968
0.317968, 0.290486
0.290486, 0.54289
0.54289, 0.0982476
0.0982476, 0.946295
0.946295, 0.738561
0.738561, 0.833296
0.833296, 0.187311
0.187311, 0.229888
0.229888, 0.70714
0.70714, 0.0118541
0.0118541, 0.591174
0.591174, 0.461501
0.461501, 0.903745
0.903745, 0.0499329
0.0499329, 0.969773
0.969773, 0.727118
0.727118, 0.105421
0.105421, 0.332619
0.332619, 0.814999
0.814999, 0.186118
0.186118, 0.522981
0.522981, 0.681109
0.681109, 0.586505
0.586505, 0.480908
0.480908, 0.713039
0.713039, 0.186551
0.186551, 0.712881
0.712881, 0.80156
0.80156, 0.658156
0.658156, 0.918119
0.918119, 0.494235
0.494235, 0.469236
0.469236, 0.62799
0.62799, 0.312947
0.312947, 0.40718
0.40718, 0.864061
0.864061, 0.908491
0.908491, 0.227903
0.227903, 0.0667373
0.0667373, 0.250428
0.250428, 0.521744
0.521744, 0.636056
0.636056, 0.914524
0.914524, 0.065735
0.065735, 0.0504938
0.0504938, 0.518727
0.518727, 0.407091
0.407091, 0.316143
0.316143, 0.932706
0.932706, 0.757082
0.757082, 0.46224
0.46224, 0.17574
0.17574, 0.534493
0.534493, 0.868819
0.868819, 0.685916
0.685916, 0.182816
0.182816, 0.911389
0.911389, 0.954461
0.954461, 0.415438
0.415438, 0.0276505
0.0276505, 0.800377
0.800377, 0.930885
0.930885, 0.608305
0.608305, 0.982354
0.982354, 0.510439
0.510439, 0.176001
0.176001, 0.365783
0.365783, 0.0722553
0.0722553, 0.995491
0.995491, 0.620834
0.620834, 0.189089
0.189089, 0.561295
0.561295, 0.47771
0.47771, 0.0229791
0.0229791, 0.248892
0.248892, 0.645955
0.645955, 0.465194
0.465194, 0.645018
0.645018, 0.349543
0.349543, 0.460224
0.460224, 0.164022
0.164022, 0.154857
0.154857, 0.127449
0.127449, 0.592657
0.592657, 0.648578
0.648578, 0.0125911
0.0125911, 0.834658
0.834658, 0.567736
0.567736, 0.19476
0.19476, 0.950683
0.950683, 0.796013
0.796013, 0.727265
0.727265, 0.589924
0.589924, 0.917443
0.917443, 0.512204
0.512204, 0.626669
0.626669, 0.387466
0.387466, 0.296099
0.296099, 0.370332
0.370332, 0.841725
0.841725, 0.385892
0.385892, 0.493029
0.493029, 0.724122
0.724122, 0.871292
0.871292, 0.136127
0.136127, 0.370307
0.370307, 0.0214353
0.0214353, 0.455152
0.455152, 0.0130078
0.0130078, 0.258075
0.258075, 0.868062
0.868062, 0.100328
0.100328, 0.256888
0.256888, 0.0919169
0.0919169, 0.9869
0.9869, 0.536926
0.536926, 0.756125
0.756125, 0.985231
0.985231, 0.0525641
0.0525641, 0.386824
0.386824, 0.597252
0.597252, 0.76455
0.76455, 0.848844
0.848844, 0.343652
0.343652, 0.4892
0.4892, 0.968395
0.968395, 0.38935
0.38935, 0.784129
0.784129, 0.714776
0.714776, 0.659876
0.659876, 0.542118
0.542118, 0.874507
0.874507, 0.21257
0.21257, 0.568615
0.568615, 0.863131
0.863131, 0.291824
0.291824, 0.54584
0.54584, 0.791356
0.791356, 0.578935
0.578935, 0.865365
0.865365, 0.509389
0.509389, 0.955551
0.955551, 0.917547
0.917547, 0.456087
0.456087, 0.747491
0.747491, 0.635372
0.635372, 0.122934
0.122934, 0.0387996
0.0387996, 0.120192
0.120192, 0.402348
0.402348, 0.521884
0.521884, 0.251195
0.251195, 0.810631
0.810631, 0.715397
0.715397, 0.649912
0.649912, 0.182201
0.182201, 0.533983
0.533983, 0.00546424
0.00546424, 0.23318
0.23318, 0.837049
0.837049, 0.824969
0.824969, 0.686194
0.686194, 0.985773
0.985773, 0.757306
0.757306, 0.567325
0.567325, 0.0164438
0.0164438, 0.117753
0.117753, 0.737215
0.737215, 0.185715
0.185715, 0.86046
0.86046, 0.627777
0.627777, 0.949305
0.949305, 0.644856
0.644856, 0.681184
0.681184, 0.173419
0.173419, 0.107847
0.107847, 0.813245
0.813245, 0.211729
0.211729, 0.512946
0.512946, 0.113024
0.113024, 0.582272
0.582272, 0.288924
0.288924, 0.423694
0.423694, 0.371834
0.371834, 0.304069
0.304069, 0.746208
0.746208, 0.239335
0.239335, 0.334488
0.334488, 0.617789
0.617789, 0.448308
0.448308, 0.869605
0.869605, 0.501486
0.501486, 0.164593
0.164593, 0.0960656
0.0960656, 0.790756
0.790756, 0.189668
0.189668, 0.625974
0.625974, 0.903576
0.903576, 0.314754
0.314754, 0.029862
0.029862, 0.590269
0.590269, 0.134591
0.134591, 0.443718
0.443718, 0.166133
0.166133, 0.613953
0.613953, 0.871598
0.871598, 0.0684088
0.0684088, 0.855493
